sample_id,frame_id,scenario_id,view_id,traffic_light_id,n_inview,n_inview_veh,n_inview_ped,density_bin,gt_dist_mean_m,gt_dist_min_m,gt_speed_mean_mps,gt_speed_max_mps,frac_parked,frac_moving,camera_x,camera_y,regime,sample_index,trajectory_window_index,trajectory_group,partition,class_mix,vulnerable_present,nearest_range,reference_low_confidence_or_miss,small_object_present,edge_truncated_present
moving_ego_pps200000_low_8loops_stride2_002513_frame87070,87070,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,25.996,25.996,7.399,7.399,0.0,1.0,-70.47228240966797,24.63945198059082,moving_ego_pps200000_low_8loops_stride2,2513,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002521_frame87086,87086,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.416,35.416,7.372,7.372,0.0,1.0,-70.47228240966797,24.63945198059082,moving_ego_pps200000_low_8loops_stride2,2521,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,present
moving_ego_pps200000_low_8loops_stride2_002523_frame87090,87090,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.973,37.973,7.374,7.374,0.0,1.0,-70.47228240966797,24.63945198059082,moving_ego_pps200000_low_8loops_stride2,2523,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,present
moving_ego_pps200000_low_8loops_stride2_002627_frame87298,87298,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.956,36.956,2.29,2.29,0.0,1.0,-69.36685943603516,24.6293888092041,moving_ego_pps200000_low_8loops_stride2,2627,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002637_frame87318,87318,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,32.156,32.156,0.0,0.0,0.0,0.0,-62.77891159057617,24.463363647460938,moving_ego_pps200000_low_8loops_stride2,2637,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002642_frame87328,87328,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.55,30.55,0.0,0.0,0.0,0.0,-59.501426696777344,23.93992805480957,moving_ego_pps200000_low_8loops_stride2,2642,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,present
moving_ego_pps200000_low_8loops_stride2_002732_frame87508,87508,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,39.581,39.581,7.373,7.373,0.0,1.0,-45.37271118164063,-29.17140388488769,moving_ego_pps200000_low_8loops_stride2,2732,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002735_frame87514,87514,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.396,37.396,7.382,7.382,0.0,1.0,-45.37638473510742,-31.17059135437012,moving_ego_pps200000_low_8loops_stride2,2735,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002736_frame87516,87516,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.778,36.778,7.384,7.384,0.0,1.0,-45.37676239013672,-31.835298538208008,moving_ego_pps200000_low_8loops_stride2,2736,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002742_frame87528,87528,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,37.207,34.425,3.69,7.38,0.5,0.5,-45.357383728027344,-35.82088088989258,moving_ego_pps200000_low_8loops_stride2,2742,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,mixed,present,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002749_frame87542,87542,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,35.949,35.043,3.684,7.367,0.5,0.5,-45.30805969238281,-40.37212753295898,moving_ego_pps200000_low_8loops_stride2,2749,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,mixed,present,gt_25m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_002756_frame87556,87556,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,37.484,37.484,0.0,0.0,1.0,0.0,-45.30525970458984,-40.71694564819336,moving_ego_pps200000_low_8loops_stride2,2756,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_002757_frame87558,87558,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,37.596,37.596,0.0,0.0,1.0,0.0,-45.30525970458984,-40.71694564819336,moving_ego_pps200000_low_8loops_stride2,2757,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_002762_frame87568,87568,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,38.29,38.29,0.0,0.0,1.0,0.0,-45.30525970458984,-40.71694564819336,moving_ego_pps200000_low_8loops_stride2,2762,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_002779_frame87602,87602,moving_ego_training,autopilot_spawn80,,0,0,0,0,,,,,,,-45.30525970458984,-40.71694564819336,moving_ego_pps200000_low_8loops_stride2,2779,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,empty,absent,empty,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002915_frame87874,87874,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.045,35.045,0.0,0.0,1.0,0.0,-69.84799194335938,-65.3958511352539,moving_ego_pps200000_low_8loops_stride2,2915,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002917_frame87878,87878,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,33.735,33.735,0.0,0.0,1.0,0.0,-71.17059326171875,-65.32011413574219,moving_ego_pps200000_low_8loops_stride2,2917,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002925_frame87894,87894,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,31.253,28.48,3.682,7.363,0.5,0.5,-76.44649505615234,-64.8280029296875,moving_ego_pps200000_low_8loops_stride2,2925,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002928_frame87900,87900,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,27.312,26.499,3.67,7.34,0.5,0.5,-78.39767456054688,-64.45901489257812,moving_ego_pps200000_low_8loops_stride2,2928,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002929_frame87902,87902,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,25.984,25.839,3.671,7.343,0.5,0.5,-79.04534912109375,-64.32342529296875,moving_ego_pps200000_low_8loops_stride2,2929,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002935_frame87914,87914,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,17.89,13.891,3.679,7.357,0.5,0.5,-82.85287475585938,-63.21453857421875,moving_ego_pps200000_low_8loops_stride2,2935,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002936_frame87916,87916,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,16.538,11.841,3.687,7.374,0.5,0.5,-83.4768295288086,-62.987911224365234,moving_ego_pps200000_low_8loops_stride2,2936,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_002946_frame87936,87936,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,14.881,14.881,0.0,0.0,1.0,0.0,-89.46829223632812,-60.16202163696289,moving_ego_pps200000_low_8loops_stride2,2946,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_002956_frame87956,87956,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.755,9.755,0.0,0.0,1.0,0.0,-94.81568908691406,-56.27284622192383,moving_ego_pps200000_low_8loops_stride2,2956,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,le_12m,absent,absent,present
moving_ego_pps200000_low_8loops_stride2_002958_frame87960,87960,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.058,9.058,0.0,0.0,1.0,0.0,-95.81866455078124,-55.40172958374024,moving_ego_pps200000_low_8loops_stride2,2958,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,vehicle_only,absent,le_12m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003007_frame88058,88058,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,39.746,39.746,0.0,0.0,1.0,0.0,-109.79610443115234,-26.708953857421875,moving_ego_pps200000_low_8loops_stride2,3007,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,pedestrian_only,present,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003016_frame88076,88076,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,35.84,35.84,0.0,0.0,1.0,0.0,-110.1807098388672,-20.78211784362793,moving_ego_pps200000_low_8loops_stride2,3016,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,pedestrian_only,present,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_003038_frame88120,88120,moving_ego_training,autopilot_spawn80,,3,1,2,3-4,19.21,3.838,1.623,4.869,0.667,0.333,-110.35718536376952,-6.15692663192749,moving_ego_pps200000_low_8loops_stride2,3038,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,mixed,present,le_12m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003046_frame88136,88136,moving_ego_training,autopilot_spawn80,,4,1,3,3-4,22.878,4.983,1.878,7.511,0.75,0.25,-110.34762573242188,-0.8792718648910522,moving_ego_pps200000_low_8loops_stride2,3046,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,mixed,present,le_12m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003068_frame88180,88180,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,23.865,21.999,3.715,7.429,0.5,0.5,-109.35506439208984,13.61374282836914,moving_ego_pps200000_low_8loops_stride2,3068,4,moving_ego_pps200000_low_8loops_stride2::loop4,discovery,mixed,present,12_25m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003079_frame88202,88202,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,25.38,17.928,3.722,7.444,0.5,0.5,-105.4870376586914,19.814027786254883,moving_ego_pps200000_low_8loops_stride2,3079,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,mixed,present,12_25m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003084_frame88212,88212,moving_ego_training,autopilot_spawn80,,3,1,2,3-4,21.376,10.84,2.477,7.431,0.667,0.333,-102.95277404785156,21.96983337402344,moving_ego_pps200000_low_8loops_stride2,3084,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,mixed,present,le_12m,present,present,present
moving_ego_pps200000_low_8loops_stride2_003134_frame88312,88312,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.412,37.412,0.0,0.0,1.0,0.0,-70.44163513183594,24.643510818481445,moving_ego_pps200000_low_8loops_stride2,3134,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003161_frame88366,88366,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,34.818,34.818,4.403,4.403,0.0,1.0,-70.29430389404297,24.642393112182617,moving_ego_pps200000_low_8loops_stride2,3161,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003168_frame88380,88380,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,31.2,31.2,6.985,6.985,0.0,1.0,-70.29430389404297,24.642393112182617,moving_ego_pps200000_low_8loops_stride2,3168,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003170_frame88384,88384,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.127,30.127,7.375,7.375,0.0,1.0,-70.29430389404297,24.642393112182617,moving_ego_pps200000_low_8loops_stride2,3170,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003192_frame88428,88428,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,36.448,36.448,7.407,7.407,0.0,1.0,-70.29430389404297,24.642393112182617,moving_ego_pps200000_low_8loops_stride2,3192,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003224_frame88492,88492,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,39.031,39.031,0.005,0.005,0.0,0.0,-70.29430389404297,24.642393112182617,moving_ego_pps200000_low_8loops_stride2,3224,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003229_frame88502,88502,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,38.895,38.895,0.0,0.0,0.0,0.0,-70.0502700805664,24.640405654907227,moving_ego_pps200000_low_8loops_stride2,3229,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003232_frame88508,88508,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,38.083,38.083,0.0,0.0,0.0,0.0,-68.54637145996094,24.624895095825195,moving_ego_pps200000_low_8loops_stride2,3232,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003252_frame88548,88548,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,31.151,31.151,0.0,0.0,1.0,0.0,-55.61836624145508,22.437292098999023,moving_ego_pps200000_low_8loops_stride2,3252,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,present
moving_ego_pps200000_low_8loops_stride2_003258_frame88560,88560,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,28.407,28.407,0.0,0.0,1.0,0.0,-52.28940963745117,20.226224899291992,moving_ego_pps200000_low_8loops_stride2,3258,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003260_frame88564,88564,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,27.494,27.494,0.0,0.0,1.0,0.0,-51.2372932434082,19.41672706604004,moving_ego_pps200000_low_8loops_stride2,3260,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003263_frame88570,88570,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,26.005,26.005,0.0,0.0,1.0,0.0,-49.82105255126953,18.011350631713867,moving_ego_pps200000_low_8loops_stride2,3263,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003267_frame88578,88578,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,23.913,23.913,0.0,0.0,1.0,0.0,-48.154518127441406,15.92401885986328,moving_ego_pps200000_low_8loops_stride2,3267,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003273_frame88590,88590,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,20.596,20.596,0.0,0.0,1.0,0.0,-46.2215690612793,12.439047813415527,moving_ego_pps200000_low_8loops_stride2,3273,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003276_frame88596,88596,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,18.767,18.767,0.0,0.0,1.0,0.0,-45.68223571777344,10.50241756439209,moving_ego_pps200000_low_8loops_stride2,3276,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003291_frame88626,88626,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.412,9.412,0.0,0.0,1.0,0.0,-45.06140899658203,0.5407397747039795,moving_ego_pps200000_low_8loops_stride2,3291,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003295_frame88634,88634,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,22.319,7.105,0.0,0.0,1.0,0.0,-45.065704345703125,-2.121203660964966,moving_ego_pps200000_low_8loops_stride2,3295,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003297_frame88638,88638,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,21.126,6.043,0.0,0.0,1.0,0.0,-45.09592819213867,-3.453562498092652,moving_ego_pps200000_low_8loops_stride2,3297,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,present,present
moving_ego_pps200000_low_8loops_stride2_003306_frame88656,88656,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.769,30.769,1.475,1.475,0.0,1.0,-45.16070175170898,-9.42660140991211,moving_ego_pps200000_low_8loops_stride2,3306,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_003314_frame88672,88672,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,30.819,30.819,5.302,5.302,0.0,1.0,-45.22846984863281,-14.726967811584473,moving_ego_pps200000_low_8loops_stride2,3314,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003327_frame88698,88698,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,38.834,38.834,7.317,7.317,0.0,1.0,-45.33048629760742,-23.36062812805176,moving_ego_pps200000_low_8loops_stride2,3327,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003410_frame88864,88864,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,39.097,39.097,0.0,0.0,1.0,0.0,-65.70904541015625,-65.33647155761719,moving_ego_pps200000_low_8loops_stride2,3410,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_003415_frame88874,88874,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.864,35.864,0.0,0.0,1.0,0.0,-69.01529693603516,-65.41287231445312,moving_ego_pps200000_low_8loops_stride2,3415,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003416_frame88876,88876,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,35.212,35.212,0.0,0.0,1.0,0.0,-69.67730712890625,-65.398193359375,moving_ego_pps200000_low_8loops_stride2,3416,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003419_frame88882,88882,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,33.248,33.248,0.0,0.0,1.0,0.0,-71.66159057617188,-65.28791809082031,moving_ego_pps200000_low_8loops_stride2,3419,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003420_frame88884,88884,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,32.593,32.593,0.0,0.0,1.0,0.0,-72.3227767944336,-65.24837493896484,moving_ego_pps200000_low_8loops_stride2,3420,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003431_frame88906,88906,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,25.35,25.35,0.0,0.0,1.0,0.0,-79.52588653564453,-64.22675323486328,moving_ego_pps200000_low_8loops_stride2,3431,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003432_frame88908,88908,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,24.69,24.69,0.0,0.0,1.0,0.0,-80.16592407226562,-64.06184387207031,moving_ego_pps200000_low_8loops_stride2,3432,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003441_frame88926,88926,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,18.803,18.803,0.0,0.0,1.0,0.0,-85.77522277832031,-62.06002807617188,moving_ego_pps200000_low_8loops_stride2,3441,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003457_frame88958,88958,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,9.866,9.866,0.0,0.0,1.0,0.0,-94.6760482788086,-56.37773895263672,moving_ego_pps200000_low_8loops_stride2,3457,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,absent,absent,present
moving_ego_pps200000_low_8loops_stride2_003556_frame89156,89156,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,37.316,37.316,7.407,7.407,0.0,1.0,-110.35625457763672,-8.073725700378418,moving_ego_pps200000_low_8loops_stride2,3556,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_003558_frame89160,89160,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,34.369,34.369,7.419,7.419,0.0,1.0,-110.35625457763672,-8.073725700378418,moving_ego_pps200000_low_8loops_stride2,3558,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,gt_25m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003567_frame89178,89178,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,21.192,21.192,7.391,7.391,0.0,1.0,-110.35625457763672,-8.073725700378418,moving_ego_pps200000_low_8loops_stride2,3567,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003568_frame89180,89180,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,19.744,19.744,7.391,7.391,0.0,1.0,-110.35625457763672,-8.073725700378418,moving_ego_pps200000_low_8loops_stride2,3568,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,12_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003577_frame89198,89198,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,7.268,7.268,7.411,7.411,0.0,1.0,-110.35625457763672,-8.073725700378418,moving_ego_pps200000_low_8loops_stride2,3577,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003581_frame89206,89206,moving_ego_training,autopilot_spawn80,,1,1,0,1-2,4.048,4.048,7.412,7.412,0.0,1.0,-110.35625457763672,-8.073725700378418,moving_ego_pps200000_low_8loops_stride2,3581,5,moving_ego_pps200000_low_8loops_stride2::loop5,confirmation,vehicle_only,absent,le_12m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003719_frame89482,89482,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,34.247,33.394,0.0,0.0,0.5,0.0,-108.31117248535156,15.910764694213867,moving_ego_pps200000_low_8loops_stride2,3719,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,absent,present,absent
moving_ego_pps200000_low_8loops_stride2_003728_frame89500,89500,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,29.42,28.372,0.0,0.0,0.5,0.0,-104.65995025634766,20.655122756958008,moving_ego_pps200000_low_8loops_stride2,3728,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,absent,absent,absent
moving_ego_pps200000_low_8loops_stride2_003729_frame89502,89502,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,29.02,27.94,0.0,0.0,1.0,0.0,-104.14293670654295,21.07819557189941,moving_ego_pps200000_low_8loops_stride2,3729,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003731_frame89506,89506,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,28.281,27.136,0.0,0.0,1.0,0.0,-103.09090423583984,21.89409446716309,moving_ego_pps200000_low_8loops_stride2,3731,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003733_frame89510,89510,moving_ego_training,autopilot_spawn80,,2,2,0,1-2,27.688,26.474,0.0,0.0,1.0,0.0,-101.97039031982422,22.615863800048828,moving_ego_pps200000_low_8loops_stride2,3733,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,vehicle_only,absent,gt_25m,present,absent,present
moving_ego_pps200000_low_8loops_stride2_003755_frame89554,89554,moving_ego_training,autopilot_spawn80,,1,0,1,1-2,33.196,33.196,0.0,0.0,1.0,0.0,-87.58870697021484,24.680233001708984,moving_ego_pps200000_low_8loops_stride2,3755,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,pedestrian_only,present,gt_25m,present,absent,absent
moving_ego_pps200000_low_8loops_stride2_003768_frame89580,89580,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,30.458,24.988,3.714,7.428,0.5,0.5,-78.96575164794922,24.711225509643555,moving_ego_pps200000_low_8loops_stride2,3768,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,mixed,present,12_25m,present,present,absent
moving_ego_pps200000_low_8loops_stride2_003773_frame89590,89590,moving_ego_training,autopilot_spawn80,,2,1,1,1-2,26.447,22.067,3.722,7.444,0.5,0.5,-75.64677429199219,24.678794860839844,moving_ego_pps200000_low_8loops_stride2,3773,6,moving_ego_pps200000_low_8loops_stride2::loop6,discovery,mixed,present,12_25m,present,absent,absent
