sample_id,frame_id,source_prefix,collection_index,block,audit_split,density_bin
moving_ego_pps200000_crowded_8loops_stride2_002634_frame107462,107462,moving_ego_pps200000_crowded_8loops_stride2,2634,105,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002637_frame107468,107468,moving_ego_pps200000_crowded_8loops_stride2,2637,105,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002638_frame107470,107470,moving_ego_pps200000_crowded_8loops_stride2,2638,105,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002648_frame107490,107490,moving_ego_pps200000_crowded_8loops_stride2,2648,105,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002654_frame107502,107502,moving_ego_pps200000_crowded_8loops_stride2,2654,106,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002662_frame107518,107518,moving_ego_pps200000_crowded_8loops_stride2,2662,106,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002666_frame107526,107526,moving_ego_pps200000_crowded_8loops_stride2,2666,106,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002670_frame107534,107534,moving_ego_pps200000_crowded_8loops_stride2,2670,106,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002671_frame107536,107536,moving_ego_pps200000_crowded_8loops_stride2,2671,106,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002681_frame107556,107556,moving_ego_pps200000_crowded_8loops_stride2,2681,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002690_frame107574,107574,moving_ego_pps200000_crowded_8loops_stride2,2690,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002691_frame107576,107576,moving_ego_pps200000_crowded_8loops_stride2,2691,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002692_frame107578,107578,moving_ego_pps200000_crowded_8loops_stride2,2692,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002694_frame107582,107582,moving_ego_pps200000_crowded_8loops_stride2,2694,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002695_frame107584,107584,moving_ego_pps200000_crowded_8loops_stride2,2695,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002697_frame107588,107588,moving_ego_pps200000_crowded_8loops_stride2,2697,107,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002704_frame107602,107602,moving_ego_pps200000_crowded_8loops_stride2,2704,108,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002710_frame107614,107614,moving_ego_pps200000_crowded_8loops_stride2,2710,108,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002716_frame107626,107626,moving_ego_pps200000_crowded_8loops_stride2,2716,108,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002717_frame107628,107628,moving_ego_pps200000_crowded_8loops_stride2,2717,108,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002725_frame107644,107644,moving_ego_pps200000_crowded_8loops_stride2,2725,109,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002726_frame107646,107646,moving_ego_pps200000_crowded_8loops_stride2,2726,109,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002731_frame107656,107656,moving_ego_pps200000_crowded_8loops_stride2,2731,109,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002732_frame107658,107658,moving_ego_pps200000_crowded_8loops_stride2,2732,109,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002736_frame107666,107666,moving_ego_pps200000_crowded_8loops_stride2,2736,109,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002740_frame107674,107674,moving_ego_pps200000_crowded_8loops_stride2,2740,109,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002755_frame107704,107704,moving_ego_pps200000_crowded_8loops_stride2,2755,110,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002761_frame107716,107716,moving_ego_pps200000_crowded_8loops_stride2,2761,110,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002777_frame107748,107748,moving_ego_pps200000_crowded_8loops_stride2,2777,111,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002787_frame107768,107768,moving_ego_pps200000_crowded_8loops_stride2,2787,111,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002791_frame107776,107776,moving_ego_pps200000_crowded_8loops_stride2,2791,111,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002809_frame107812,107812,moving_ego_pps200000_crowded_8loops_stride2,2809,112,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002816_frame107826,107826,moving_ego_pps200000_crowded_8loops_stride2,2816,112,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002859_frame107912,107912,moving_ego_pps200000_crowded_8loops_stride2,2859,114,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002860_frame107914,107914,moving_ego_pps200000_crowded_8loops_stride2,2860,114,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002866_frame107926,107926,moving_ego_pps200000_crowded_8loops_stride2,2866,114,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002881_frame107956,107956,moving_ego_pps200000_crowded_8loops_stride2,2881,115,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002885_frame107964,107964,moving_ego_pps200000_crowded_8loops_stride2,2885,115,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002889_frame107972,107972,moving_ego_pps200000_crowded_8loops_stride2,2889,115,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002891_frame107976,107976,moving_ego_pps200000_crowded_8loops_stride2,2891,115,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002895_frame107984,107984,moving_ego_pps200000_crowded_8loops_stride2,2895,115,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002896_frame107986,107986,moving_ego_pps200000_crowded_8loops_stride2,2896,115,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002902_frame107998,107998,moving_ego_pps200000_crowded_8loops_stride2,2902,116,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_002908_frame108010,108010,moving_ego_pps200000_crowded_8loops_stride2,2908,116,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002912_frame108018,108018,moving_ego_pps200000_crowded_8loops_stride2,2912,116,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002918_frame108030,108030,moving_ego_pps200000_crowded_8loops_stride2,2918,116,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_002936_frame108066,108066,moving_ego_pps200000_crowded_8loops_stride2,2936,117,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002939_frame108072,108072,moving_ego_pps200000_crowded_8loops_stride2,2939,117,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002940_frame108074,108074,moving_ego_pps200000_crowded_8loops_stride2,2940,117,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002943_frame108080,108080,moving_ego_pps200000_crowded_8loops_stride2,2943,117,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002947_frame108088,108088,moving_ego_pps200000_crowded_8loops_stride2,2947,117,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002949_frame108092,108092,moving_ego_pps200000_crowded_8loops_stride2,2949,117,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002953_frame108100,108100,moving_ego_pps200000_crowded_8loops_stride2,2953,118,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002961_frame108116,108116,moving_ego_pps200000_crowded_8loops_stride2,2961,118,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002962_frame108118,108118,moving_ego_pps200000_crowded_8loops_stride2,2962,118,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_002982_frame108158,108158,moving_ego_pps200000_crowded_8loops_stride2,2982,119,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_002991_frame108176,108176,moving_ego_pps200000_crowded_8loops_stride2,2991,119,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_002995_frame108184,108184,moving_ego_pps200000_crowded_8loops_stride2,2995,119,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_003015_frame108224,108224,moving_ego_pps200000_crowded_8loops_stride2,3015,120,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003018_frame108230,108230,moving_ego_pps200000_crowded_8loops_stride2,3018,120,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003028_frame108250,108250,moving_ego_pps200000_crowded_8loops_stride2,3028,121,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003038_frame108270,108270,moving_ego_pps200000_crowded_8loops_stride2,3038,121,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003040_frame108274,108274,moving_ego_pps200000_crowded_8loops_stride2,3040,121,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003044_frame108282,108282,moving_ego_pps200000_crowded_8loops_stride2,3044,121,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003045_frame108284,108284,moving_ego_pps200000_crowded_8loops_stride2,3045,121,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003046_frame108286,108286,moving_ego_pps200000_crowded_8loops_stride2,3046,121,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003051_frame108296,108296,moving_ego_pps200000_crowded_8loops_stride2,3051,122,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003053_frame108300,108300,moving_ego_pps200000_crowded_8loops_stride2,3053,122,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003055_frame108304,108304,moving_ego_pps200000_crowded_8loops_stride2,3055,122,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003068_frame108330,108330,moving_ego_pps200000_crowded_8loops_stride2,3068,122,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003074_frame108342,108342,moving_ego_pps200000_crowded_8loops_stride2,3074,122,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003095_frame108384,108384,moving_ego_pps200000_crowded_8loops_stride2,3095,123,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003097_frame108388,108388,moving_ego_pps200000_crowded_8loops_stride2,3097,123,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003101_frame108396,108396,moving_ego_pps200000_crowded_8loops_stride2,3101,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003104_frame108402,108402,moving_ego_pps200000_crowded_8loops_stride2,3104,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003106_frame108406,108406,moving_ego_pps200000_crowded_8loops_stride2,3106,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003109_frame108412,108412,moving_ego_pps200000_crowded_8loops_stride2,3109,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003112_frame108418,108418,moving_ego_pps200000_crowded_8loops_stride2,3112,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003114_frame108422,108422,moving_ego_pps200000_crowded_8loops_stride2,3114,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003123_frame108440,108440,moving_ego_pps200000_crowded_8loops_stride2,3123,124,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003128_frame108450,108450,moving_ego_pps200000_crowded_8loops_stride2,3128,125,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003133_frame108460,108460,moving_ego_pps200000_crowded_8loops_stride2,3133,125,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003137_frame108468,108468,moving_ego_pps200000_crowded_8loops_stride2,3137,125,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003155_frame108504,108504,moving_ego_pps200000_crowded_8loops_stride2,3155,126,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003166_frame108526,108526,moving_ego_pps200000_crowded_8loops_stride2,3166,126,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003179_frame108552,108552,moving_ego_pps200000_crowded_8loops_stride2,3179,127,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003185_frame108564,108564,moving_ego_pps200000_crowded_8loops_stride2,3185,127,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003189_frame108572,108572,moving_ego_pps200000_crowded_8loops_stride2,3189,127,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003191_frame108576,108576,moving_ego_pps200000_crowded_8loops_stride2,3191,127,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003198_frame108590,108590,moving_ego_pps200000_crowded_8loops_stride2,3198,127,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003203_frame108600,108600,moving_ego_pps200000_crowded_8loops_stride2,3203,128,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003210_frame108614,108614,moving_ego_pps200000_crowded_8loops_stride2,3210,128,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003228_frame108650,108650,moving_ego_pps200000_crowded_8loops_stride2,3228,129,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003232_frame108658,108658,moving_ego_pps200000_crowded_8loops_stride2,3232,129,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003237_frame108668,108668,moving_ego_pps200000_crowded_8loops_stride2,3237,129,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003244_frame108682,108682,moving_ego_pps200000_crowded_8loops_stride2,3244,129,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003255_frame108704,108704,moving_ego_pps200000_crowded_8loops_stride2,3255,130,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003257_frame108708,108708,moving_ego_pps200000_crowded_8loops_stride2,3257,130,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003262_frame108718,108718,moving_ego_pps200000_crowded_8loops_stride2,3262,130,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003264_frame108722,108722,moving_ego_pps200000_crowded_8loops_stride2,3264,130,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003268_frame108730,108730,moving_ego_pps200000_crowded_8loops_stride2,3268,130,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003270_frame108734,108734,moving_ego_pps200000_crowded_8loops_stride2,3270,130,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003277_frame108748,108748,moving_ego_pps200000_crowded_8loops_stride2,3277,131,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003282_frame108758,108758,moving_ego_pps200000_crowded_8loops_stride2,3282,131,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003296_frame108786,108786,moving_ego_pps200000_crowded_8loops_stride2,3296,131,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003306_frame108806,108806,moving_ego_pps200000_crowded_8loops_stride2,3306,132,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003310_frame108814,108814,moving_ego_pps200000_crowded_8loops_stride2,3310,132,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003317_frame108828,108828,moving_ego_pps200000_crowded_8loops_stride2,3317,132,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003328_frame108850,108850,moving_ego_pps200000_crowded_8loops_stride2,3328,133,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003330_frame108854,108854,moving_ego_pps200000_crowded_8loops_stride2,3330,133,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003336_frame108866,108866,moving_ego_pps200000_crowded_8loops_stride2,3336,133,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003339_frame108872,108872,moving_ego_pps200000_crowded_8loops_stride2,3339,133,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003347_frame108888,108888,moving_ego_pps200000_crowded_8loops_stride2,3347,133,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003356_frame108906,108906,moving_ego_pps200000_crowded_8loops_stride2,3356,134,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003360_frame108914,108914,moving_ego_pps200000_crowded_8loops_stride2,3360,134,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003366_frame108926,108926,moving_ego_pps200000_crowded_8loops_stride2,3366,134,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003380_frame108954,108954,moving_ego_pps200000_crowded_8loops_stride2,3380,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003383_frame108960,108960,moving_ego_pps200000_crowded_8loops_stride2,3383,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003387_frame108968,108968,moving_ego_pps200000_crowded_8loops_stride2,3387,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003389_frame108972,108972,moving_ego_pps200000_crowded_8loops_stride2,3389,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003390_frame108974,108974,moving_ego_pps200000_crowded_8loops_stride2,3390,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003391_frame108976,108976,moving_ego_pps200000_crowded_8loops_stride2,3391,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003393_frame108980,108980,moving_ego_pps200000_crowded_8loops_stride2,3393,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003399_frame108992,108992,moving_ego_pps200000_crowded_8loops_stride2,3399,135,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003406_frame109006,109006,moving_ego_pps200000_crowded_8loops_stride2,3406,136,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003410_frame109014,109014,moving_ego_pps200000_crowded_8loops_stride2,3410,136,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003418_frame109030,109030,moving_ego_pps200000_crowded_8loops_stride2,3418,136,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003449_frame109092,109092,moving_ego_pps200000_crowded_8loops_stride2,3449,137,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003456_frame109106,109106,moving_ego_pps200000_crowded_8loops_stride2,3456,138,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003457_frame109108,109108,moving_ego_pps200000_crowded_8loops_stride2,3457,138,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003459_frame109112,109112,moving_ego_pps200000_crowded_8loops_stride2,3459,138,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003474_frame109142,109142,moving_ego_pps200000_crowded_8loops_stride2,3474,138,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003490_frame109174,109174,moving_ego_pps200000_crowded_8loops_stride2,3490,139,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003492_frame109178,109178,moving_ego_pps200000_crowded_8loops_stride2,3492,139,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003508_frame109210,109210,moving_ego_pps200000_crowded_8loops_stride2,3508,140,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003527_frame109248,109248,moving_ego_pps200000_crowded_8loops_stride2,3527,141,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003536_frame109266,109266,moving_ego_pps200000_crowded_8loops_stride2,3536,141,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003537_frame109268,109268,moving_ego_pps200000_crowded_8loops_stride2,3537,141,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003538_frame109270,109270,moving_ego_pps200000_crowded_8loops_stride2,3538,141,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003558_frame109310,109310,moving_ego_pps200000_crowded_8loops_stride2,3558,142,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003580_frame109354,109354,moving_ego_pps200000_crowded_8loops_stride2,3580,143,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003582_frame109358,109358,moving_ego_pps200000_crowded_8loops_stride2,3582,143,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003590_frame109374,109374,moving_ego_pps200000_crowded_8loops_stride2,3590,143,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003602_frame109398,109398,moving_ego_pps200000_crowded_8loops_stride2,3602,144,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003614_frame109422,109422,moving_ego_pps200000_crowded_8loops_stride2,3614,144,audit_test,0
moving_ego_pps200000_crowded_8loops_stride2_003620_frame109434,109434,moving_ego_pps200000_crowded_8loops_stride2,3620,144,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003632_frame109458,109458,moving_ego_pps200000_crowded_8loops_stride2,3632,145,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003643_frame109480,109480,moving_ego_pps200000_crowded_8loops_stride2,3643,145,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_003648_frame109490,109490,moving_ego_pps200000_crowded_8loops_stride2,3648,145,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_003650_frame109494,109494,moving_ego_pps200000_crowded_8loops_stride2,3650,146,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003655_frame109504,109504,moving_ego_pps200000_crowded_8loops_stride2,3655,146,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003675_frame109544,109544,moving_ego_pps200000_crowded_8loops_stride2,3675,147,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003681_frame109556,109556,moving_ego_pps200000_crowded_8loops_stride2,3681,147,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003693_frame109580,109580,moving_ego_pps200000_crowded_8loops_stride2,3693,147,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003698_frame109590,109590,moving_ego_pps200000_crowded_8loops_stride2,3698,147,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003700_frame109594,109594,moving_ego_pps200000_crowded_8loops_stride2,3700,148,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003701_frame109596,109596,moving_ego_pps200000_crowded_8loops_stride2,3701,148,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003707_frame109608,109608,moving_ego_pps200000_crowded_8loops_stride2,3707,148,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003708_frame109610,109610,moving_ego_pps200000_crowded_8loops_stride2,3708,148,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003709_frame109612,109612,moving_ego_pps200000_crowded_8loops_stride2,3709,148,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003714_frame109622,109622,moving_ego_pps200000_crowded_8loops_stride2,3714,148,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003727_frame109648,109648,moving_ego_pps200000_crowded_8loops_stride2,3727,149,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003729_frame109652,109652,moving_ego_pps200000_crowded_8loops_stride2,3729,149,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003739_frame109672,109672,moving_ego_pps200000_crowded_8loops_stride2,3739,149,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003747_frame109688,109688,moving_ego_pps200000_crowded_8loops_stride2,3747,149,audit_validation,3-4
moving_ego_pps200000_crowded_8loops_stride2_003753_frame109700,109700,moving_ego_pps200000_crowded_8loops_stride2,3753,150,audit_test,3-4
moving_ego_pps200000_crowded_8loops_stride2_003775_frame109744,109744,moving_ego_pps200000_crowded_8loops_stride2,3775,151,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003778_frame109750,109750,moving_ego_pps200000_crowded_8loops_stride2,3778,151,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003785_frame109764,109764,moving_ego_pps200000_crowded_8loops_stride2,3785,151,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003789_frame109772,109772,moving_ego_pps200000_crowded_8loops_stride2,3789,151,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003791_frame109776,109776,moving_ego_pps200000_crowded_8loops_stride2,3791,151,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003802_frame109798,109798,moving_ego_pps200000_crowded_8loops_stride2,3802,152,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003811_frame109816,109816,moving_ego_pps200000_crowded_8loops_stride2,3811,152,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003813_frame109820,109820,moving_ego_pps200000_crowded_8loops_stride2,3813,152,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003819_frame109832,109832,moving_ego_pps200000_crowded_8loops_stride2,3819,152,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003826_frame109846,109846,moving_ego_pps200000_crowded_8loops_stride2,3826,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003834_frame109862,109862,moving_ego_pps200000_crowded_8loops_stride2,3834,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003840_frame109874,109874,moving_ego_pps200000_crowded_8loops_stride2,3840,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003841_frame109876,109876,moving_ego_pps200000_crowded_8loops_stride2,3841,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003842_frame109878,109878,moving_ego_pps200000_crowded_8loops_stride2,3842,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003843_frame109880,109880,moving_ego_pps200000_crowded_8loops_stride2,3843,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003845_frame109884,109884,moving_ego_pps200000_crowded_8loops_stride2,3845,153,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003858_frame109910,109910,moving_ego_pps200000_crowded_8loops_stride2,3858,154,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003877_frame109948,109948,moving_ego_pps200000_crowded_8loops_stride2,3877,155,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003882_frame109958,109958,moving_ego_pps200000_crowded_8loops_stride2,3882,155,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003887_frame109968,109968,moving_ego_pps200000_crowded_8loops_stride2,3887,155,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003890_frame109974,109974,moving_ego_pps200000_crowded_8loops_stride2,3890,155,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003892_frame109978,109978,moving_ego_pps200000_crowded_8loops_stride2,3892,155,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003898_frame109990,109990,moving_ego_pps200000_crowded_8loops_stride2,3898,155,audit_validation,0
moving_ego_pps200000_crowded_8loops_stride2_003899_frame109992,109992,moving_ego_pps200000_crowded_8loops_stride2,3899,155,audit_validation,1-2
moving_ego_pps200000_crowded_8loops_stride2_003903_frame110000,110000,moving_ego_pps200000_crowded_8loops_stride2,3903,156,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003904_frame110002,110002,moving_ego_pps200000_crowded_8loops_stride2,3904,156,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003911_frame110016,110016,moving_ego_pps200000_crowded_8loops_stride2,3911,156,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003915_frame110024,110024,moving_ego_pps200000_crowded_8loops_stride2,3915,156,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003922_frame110038,110038,moving_ego_pps200000_crowded_8loops_stride2,3922,156,audit_test,1-2
moving_ego_pps200000_crowded_8loops_stride2_003934_frame110062,110062,moving_ego_pps200000_crowded_8loops_stride2,3934,157,audit_validation,1-2
