schema,design_id,suite_id,suite_label,split,group_id,matched_pair_id,geometry_or_route_id,geometry_or_route_status,hazard_class,closing_speed_band,time_to_hazard_band,traffic_density,traffic_density_status,ambient_population_mode,ambient_population_process_required,weather,renderer_quality_level,renderer_server_launch_flag,renderer_contract_role,carla_seed,traffic_seed,sensor_seed,raw_retention_tier,raw_window_duration_s,raw_window_anchor,confirmatory_locked,pair_contract_id,route_start_anchor_id,recipient_start_index,helper_start_index,recipient_route_sha256,helper_route_sha256,trajectory_id,scenario_role,controlled_hazard_present
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_short_r02,sa_parked_van_midblock_occluded_pedestrian_low_short_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1255949549,1830204158,27522219,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_short_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_short_r03,sa_parked_van_midblock_occluded_pedestrian_low_short_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1660106488,896436764,622935151,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_short_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_short_r03,sa_parked_van_midblock_occluded_pedestrian_low_short_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1660106488,896436764,622935151,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_short_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_short_r04,sa_parked_van_midblock_occluded_pedestrian_low_short_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,647206413,194339312,899044409,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_short_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_short_r04,sa_parked_van_midblock_occluded_pedestrian_low_short_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,647206413,194339312,899044409,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_short_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_parked_van_midblock_occluded_pedestrian_low_long_r00,sa_parked_van_midblock_occluded_pedestrian_low_long_r00,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1737655202,295385948,1484088313,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_parked_van_midblock_occluded_pedestrian_low_long_r00,sa_parked_van_midblock_occluded_pedestrian_low_long_r00,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1737655202,295385948,1484088313,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_parked_van_midblock_occluded_pedestrian_low_long_r01,sa_parked_van_midblock_occluded_pedestrian_low_long_r01,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1871404682,1449819050,1424831488,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_parked_van_midblock_occluded_pedestrian_low_long_r01,sa_parked_van_midblock_occluded_pedestrian_low_long_r01,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1871404682,1449819050,1424831488,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_long_r02,sa_parked_van_midblock_occluded_pedestrian_low_long_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,724525168,1023521850,69623095,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_long_r02,sa_parked_van_midblock_occluded_pedestrian_low_long_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,724525168,1023521850,69623095,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_long_r03,sa_parked_van_midblock_occluded_pedestrian_low_long_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1569701811,1316116699,103968354,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_long_r03,sa_parked_van_midblock_occluded_pedestrian_low_long_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1569701811,1316116699,103968354,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_long_r04,sa_parked_van_midblock_occluded_pedestrian_low_long_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1828703085,1542227108,1490767391,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_low_long_r04,sa_parked_van_midblock_occluded_pedestrian_low_long_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1828703085,1542227108,1490767391,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_low_long_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_parked_van_midblock_occluded_pedestrian_high_short_r00,sa_parked_van_midblock_occluded_pedestrian_high_short_r00,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1781703851,1251561280,85062354,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_parked_van_midblock_occluded_pedestrian_high_short_r00,sa_parked_van_midblock_occluded_pedestrian_high_short_r00,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1781703851,1251561280,85062354,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_parked_van_midblock_occluded_pedestrian_high_short_r01,sa_parked_van_midblock_occluded_pedestrian_high_short_r01,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,754395324,882243527,595837667,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_parked_van_midblock_occluded_pedestrian_high_short_r01,sa_parked_van_midblock_occluded_pedestrian_high_short_r01,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,754395324,882243527,595837667,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_short_r02,sa_parked_van_midblock_occluded_pedestrian_high_short_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1974621614,356674353,714995484,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_short_r02,sa_parked_van_midblock_occluded_pedestrian_high_short_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1974621614,356674353,714995484,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_short_r03,sa_parked_van_midblock_occluded_pedestrian_high_short_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,371404254,1670688626,1577504929,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_short_r03,sa_parked_van_midblock_occluded_pedestrian_high_short_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,371404254,1670688626,1577504929,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_short_r04,sa_parked_van_midblock_occluded_pedestrian_high_short_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,2050742275,2074559644,2145874879,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_short_r04,sa_parked_van_midblock_occluded_pedestrian_high_short_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,2050742275,2074559644,2145874879,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_short_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_parked_van_midblock_occluded_pedestrian_high_long_r00,sa_parked_van_midblock_occluded_pedestrian_high_long_r00,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,3974683,194270657,342110594,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_parked_van_midblock_occluded_pedestrian_high_long_r00,sa_parked_van_midblock_occluded_pedestrian_high_long_r00,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,3974683,194270657,342110594,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_parked_van_midblock_occluded_pedestrian_high_long_r01,sa_parked_van_midblock_occluded_pedestrian_high_long_r01,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1712036941,228145747,1610483249,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_parked_van_midblock_occluded_pedestrian_high_long_r01,sa_parked_van_midblock_occluded_pedestrian_high_long_r01,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,1712036941,228145747,1610483249,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_long_r02,sa_parked_van_midblock_occluded_pedestrian_high_long_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,55903774,1140985907,203463888,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_long_r02,sa_parked_van_midblock_occluded_pedestrian_high_long_r02,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,55903774,1140985907,203463888,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_long_r03,sa_parked_van_midblock_occluded_pedestrian_high_long_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,2044488340,918684045,779947626,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_long_r03,sa_parked_van_midblock_occluded_pedestrian_high_long_r03,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,2044488340,918684045,779947626,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_long_r04,sa_parked_van_midblock_occluded_pedestrian_high_long_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,93973650,1116765844,808072475,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_parked_van_midblock_occluded_pedestrian_high_long_r04,sa_parked_van_midblock_occluded_pedestrian_high_long_r04,parked_van_midblock_occluded_pedestrian,reviewed_visual_geometry,pedestrian,high,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,93973650,1116765844,808072475,causal_lightweight_only,0.0,none,1,,,,,,,sa_parked_van_midblock_occluded_pedestrian_high_long_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_occluded_cross_traffic_vehicle_low_short_r00,sa_occluded_cross_traffic_vehicle_low_short_r00,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,956352792,630868848,717541858,inputs_plus_logits_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_occluded_cross_traffic_vehicle_low_short_r00,sa_occluded_cross_traffic_vehicle_low_short_r00,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,956352792,630868848,717541858,inputs_plus_logits_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_occluded_cross_traffic_vehicle_low_short_r01,sa_occluded_cross_traffic_vehicle_low_short_r01,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,886080943,302389244,2027315051,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r01_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_occluded_cross_traffic_vehicle_low_short_r01,sa_occluded_cross_traffic_vehicle_low_short_r01,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,886080943,302389244,2027315051,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r01_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_occluded_cross_traffic_vehicle_low_short_r02,sa_occluded_cross_traffic_vehicle_low_short_r02,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,421233699,1263045333,1823000477,causal_lightweight_only,0.0,none,1,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r02_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_occluded_cross_traffic_vehicle_low_short_r02,sa_occluded_cross_traffic_vehicle_low_short_r02,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,421233699,1263045333,1823000477,causal_lightweight_only,0.0,none,1,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r02_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_occluded_cross_traffic_vehicle_low_short_r03,sa_occluded_cross_traffic_vehicle_low_short_r03,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,359660341,2025472352,866256802,causal_lightweight_only,0.0,none,1,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r03_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_occluded_cross_traffic_vehicle_low_short_r03,sa_occluded_cross_traffic_vehicle_low_short_r03,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,359660341,2025472352,866256802,causal_lightweight_only,0.0,none,1,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r03_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_occluded_cross_traffic_vehicle_low_short_r04,sa_occluded_cross_traffic_vehicle_low_short_r04,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,382712495,1479368220,1759333832,causal_lightweight_only,0.0,none,1,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r04_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,test,sa_occluded_cross_traffic_vehicle_low_short_r04,sa_occluded_cross_traffic_vehicle_low_short_r04,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,short,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,382712495,1479368220,1759333832,causal_lightweight_only,0.0,none,1,,,,,,,sa_occluded_cross_traffic_vehicle_low_short_r04_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_occluded_cross_traffic_vehicle_low_long_r00,sa_occluded_cross_traffic_vehicle_low_long_r00,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,663788772,465175350,60471011,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_long_r00_pos,controlled_positive_occlusion,1
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,calibration,sa_occluded_cross_traffic_vehicle_low_long_r00,sa_occluded_cross_traffic_vehicle_low_long_r00,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,663788772,465175350,60471011,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_long_r00_ben,matched_benign_negative,0
scenesense.phase2_suite_design_manifest.v1,phase2_suite_ab_v1,A,designed_decision_opportunities,validation,sa_occluded_cross_traffic_vehicle_low_long_r01,sa_occluded_cross_traffic_vehicle_low_long_r01,occluded_cross_traffic_vehicle,reviewed_visual_geometry,vehicle,low,long,not_applicable,not_applicable,scenario_owned_only,0,ClearNoon,Epic,-quality-level=Epic,primary,111439218,1117945270,1736766210,inputs_only_window,4.0,registered_conflict_minus_2s_or_middle_if_unregistered,0,,,,,,,sa_occluded_cross_traffic_vehicle_low_long_r01_pos,controlled_positive_occlusion,1
